,dp,Simulation,Diversity
287,15,REvoSim_individuals_data_envw50_15dp_aj1257.txt,5.163998134618374
288,15,REvoSim_individuals_data_envw50_15dp_aj1258.txt,3.6444299444858728
289,15,REvoSim_individuals_data_envw50_15dp_aj1259.txt,3.1239926947800694
290,15,REvoSim_individuals_data_envw50_15dp_aj126.txt,6.442579505300353
291,15,REvoSim_individuals_data_envw50_15dp_aj1260.txt,5.9036964778647185
292,15,REvoSim_individuals_data_envw50_15dp_aj1261.txt,8.210030659118733
293,15,REvoSim_individuals_data_envw50_15dp_aj1262.txt,6.242428659177746
294,15,REvoSim_individuals_data_envw50_15dp_aj1263.txt,6.144664460705003
295,15,REvoSim_individuals_data_envw50_15dp_aj1264.txt,10.180193161054556
296,15,REvoSim_individuals_data_envw50_15dp_aj1265.txt,5.909227907170101
297,15,REvoSim_individuals_data_envw50_15dp_aj1266.txt,6.085489641401115
298,15,REvoSim_individuals_data_envw50_15dp_aj1267.txt,7.588253680492608
299,15,REvoSim_individuals_data_envw50_15dp_aj1268.txt,13.571527038034965
300,15,REvoSim_individuals_data_envw50_15dp_aj1269.txt,6.1375001290935565
301,15,REvoSim_individuals_data_envw50_15dp_aj127.txt,4.459337146178678
302,15,REvoSim_individuals_data_envw50_15dp_aj1270.txt,5.250041474845506
303,15,REvoSim_individuals_data_envw50_15dp_aj1271.txt,4.971311984754961
304,15,REvoSim_individuals_data_envw50_15dp_aj1272.txt,7.899984422867231
305,15,REvoSim_individuals_data_envw50_15dp_aj1273.txt,4.762660291241034
306,15,REvoSim_individuals_data_envw50_15dp_aj1274.txt,4.842492929585927
307,15,REvoSim_individuals_data_envw50_15dp_aj1275.txt,9.31275590551181
308,15,REvoSim_individuals_data_envw50_15dp_aj1276.txt,2.3291560260317983
309,15,REvoSim_individuals_data_envw50_15dp_aj1277.txt,3.822046296392368
310,15,REvoSim_individuals_data_envw50_15dp_aj1278.txt,5.402024320978665
311,15,REvoSim_individuals_data_envw50_15dp_aj1279.txt,13.576234773902886
312,15,REvoSim_individuals_data_envw50_15dp_aj128.txt,6.037284025462261
313,15,REvoSim_individuals_data_envw50_15dp_aj1280.txt,9.412554238378974
314,15,REvoSim_individuals_data_envw50_15dp_aj1281.txt,9.801605709188225
315,15,REvoSim_individuals_data_envw50_15dp_aj1282.txt,3.137017716027065
316,15,REvoSim_individuals_data_envw50_15dp_aj1283.txt,6.76003194457409
317,15,REvoSim_individuals_data_envw50_15dp_aj1284.txt,4.900167619285588
318,15,REvoSim_individuals_data_envw50_15dp_aj1285.txt,6.662470528360286
319,15,REvoSim_individuals_data_envw50_15dp_aj1286.txt,3.3190220816929643
320,15,REvoSim_individuals_data_envw50_15dp_aj1287.txt,3.0972708908768602
321,15,REvoSim_individuals_data_envw50_15dp_aj1288.txt,5.50367243739095
322,15,REvoSim_individuals_data_envw50_15dp_aj1289.txt,5.0421697342148
323,15,REvoSim_individuals_data_envw50_15dp_aj129.txt,4.825601410203235
324,15,REvoSim_individuals_data_envw50_15dp_aj1290.txt,6.203738142980333
325,15,REvoSim_individuals_data_envw50_15dp_aj1291.txt,5.756526549827246
326,15,REvoSim_individuals_data_envw50_15dp_aj1292.txt,8.433269081690376
327,15,REvoSim_individuals_data_envw50_15dp_aj1293.txt,4.998983824139361
328,15,REvoSim_individuals_data_envw50_15dp_aj1294.txt,6.822112736079495
329,15,REvoSim_individuals_data_envw50_15dp_aj1295.txt,2.5751064114852262
330,15,REvoSim_individuals_data_envw50_15dp_aj1296.txt,5.426786866815182
331,15,REvoSim_individuals_data_envw50_15dp_aj1297.txt,0.0
332,15,REvoSim_individuals_data_envw50_15dp_aj1298.txt,4.567150550465379
333,15,REvoSim_individuals_data_envw50_15dp_aj1299.txt,3.4141135652551036
334,15,REvoSim_individuals_data_envw50_15dp_aj13.txt,4.415728601295611
335,15,REvoSim_individuals_data_envw50_15dp_aj130.txt,11.022805327525548
336,15,REvoSim_individuals_data_envw50_15dp_aj1300.txt,3.9029200554624284
337,15,REvoSim_individuals_data_envw50_15dp_aj1301.txt,7.065156605387809
338,15,REvoSim_individuals_data_envw50_15dp_aj1302.txt,9.598026123607228
339,15,REvoSim_individuals_data_envw50_15dp_aj1303.txt,4.850827929297631
340,15,REvoSim_individuals_data_envw50_15dp_aj1304.txt,6.333645229035411
341,15,REvoSim_individuals_data_envw50_15dp_aj1305.txt,7.204774955970779
342,15,REvoSim_individuals_data_envw50_15dp_aj1306.txt,4.378585938147749
343,15,REvoSim_individuals_data_envw50_15dp_aj1307.txt,5.94798713426022
344,15,REvoSim_individuals_data_envw50_15dp_aj1308.txt,6.599501195053517
345,15,REvoSim_individuals_data_envw50_15dp_aj1309.txt,7.045446005469386
346,15,REvoSim_individuals_data_envw50_15dp_aj131.txt,4.096997189385798
347,15,REvoSim_individuals_data_envw50_15dp_aj1310.txt,9.296849799970676
348,15,REvoSim_individuals_data_envw50_15dp_aj1311.txt,6.240828729858711
